rank,en,pos,zh,definition,tracks,priority,issue_codes,defect_count,risk_count,heuristic_count,content_token_count,outside_vocab_ratio,advanced_token_ratio,harder_than_headword_ratio,outside_tokens,advanced_tokens
223,must,aux.,必须、一定,used to say that something is necessary or certainly true,life,AUTO_CLEAR,,0,0,0,6,0.000,0.000,0.500,,
224,home,n.,家、避难所、故乡,where you live at a particular time,life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.333,,
225,under,prep.,在...之下、低于,"lower in rank, power, or authority",life,AUTO_CLEAR,,0,0,0,4,0.000,0.000,1.000,,
226,water,n.,水、雨水、海水,binary compound that occurs at room temperature as a clear colorless odorless tasteless liquid,life,P3,definition_too_advanced,0,0,1,10,0.400,0.600,1.000,binary|colorless|odorless|tasteless,binary|colorless|compound|liquid|odorless|tasteless
227,room,n.,房间、空位、场所,an area within a building enclosed by walls and floor and ceiling,life,AUTO_CLEAR,,0,0,0,7,0.000,0.143,1.000,,enclosed
228,write,v.,书写、著述、写,produce a literary work,life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.667,,
229,mother,n.,母亲、修女院长,a woman who has given birth to a child (also used as a term of address to your mother),life,AUTO_CLEAR,,0,0,0,8,0.000,0.000,0.375,,
230,area,n.,区域、面积、范围,a particular geographical region of indefinite boundary (usually serving some special purpose or distinguished by its people or culture or geography),life+cet4+postgrad,AUTO_CLEAR,,0,0,0,13,0.000,0.308,0.923,,distinguished|geographical|geography|indefinite
231,national,adj.,国家的、国立的、全国性的,of or relating to or belonging to a nation or country,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.750,,
232,money,n.,金钱、一笔款、财富,the most common medium of exchange,life,AUTO_CLEAR,,0,0,0,3,0.000,0.333,1.000,,medium
233,story,n.,故事、小说、传奇,a piece of fiction that narrates a chain of related events,life,AUTO_CLEAR,,0,0,0,6,0.000,0.167,1.000,,narrates
234,young,adj.,年轻的、年幼的,having lived for only a short time,life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.333,,
235,fact,n.,事实、真实性、真相,a piece of information about circumstances that exist or events that have occurred,life+cet4+postgrad,AUTO_CLEAR,,0,0,0,6,0.000,0.000,1.000,,
236,month,n.,月,a time unit of approximately 30 days,life,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.500,,
237,different,adj.,不同的,unlike in nature or quality or form or degree,life,AUTO_CLEAR,,0,0,0,5,0.000,0.000,1.000,,
238,lot,n.,许多、大量,a large number or amount,life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.333,,
240,study,v.,学习、研究,applying the mind to learning and understanding a subject (especially by reading),life,AUTO_CLEAR,,0,0,0,7,0.000,0.000,1.000,,
241,book,n.,书、书籍、帐簿,a written work or composition that has been published (printed on pages bound together),life,AUTO_CLEAR,,0,0,0,8,0.000,0.000,0.750,,
242,eye,n.,眼睛、视力、看,the organ of sight,life,AUTO_CLEAR,,0,0,0,2,0.000,0.500,1.000,,organ
243,job,n.,工作、零活、职业,a specific piece of work required to be done as a duty or for a specific fee,life,AUTO_CLEAR,,0,0,0,8,0.000,0.000,0.750,,
244,word,n.,话、消息、词,a unit of language that native speakers can identify,life,AUTO_CLEAR,,0,0,0,5,0.000,0.000,1.000,,
245,though,adv.,然而、可是,(postpositive) however,life,AUTO_CLEAR,,0,0,0,2,0.500,0.500,1.000,postpositive,postpositive
246,business,n.,生意、事情、业务,a commercial or industrial enterprise and the people who constitute it,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.800,,
247,four,num.,四、四个,the cardinal number that is the sum of three and one,life,AUTO_CLEAR,,0,0,0,5,0.000,0.400,0.400,,cardinal|sum
248,issue,n.,问题、议题、期号,an important question that is in dispute and must be settled,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.750,,
249,side,n.,旁边、侧、方面,a place within a region identified relative to a center or reference location,life,AUTO_CLEAR,,0,0,0,8,0.000,0.000,0.875,,
250,kind,n.,种类、友善的,a category of things distinguished by some common characteristic or quality,life,AUTO_CLEAR,,0,0,0,6,0.000,0.167,0.833,,distinguished
251,head,n.,头、头脑、领袖,the upper part of the human body or the front part of the body in animals,life,AUTO_CLEAR,,0,0,0,8,0.000,0.000,0.750,,
252,far,adj.,远的、久远的、遥远的,located at a great distance in time or space or degree,life,AUTO_CLEAR,,0,0,0,6,0.000,0.000,0.667,,
253,black,n.,黑色、黑颜料,the quality or state of the achromatic color of least lightness (bearing the least resemblance to white),life,AUTO_CLEAR,,0,0,0,10,0.200,0.300,0.900,achromatic|lightness,achromatic|lightness|resemblance
254,long,adj.,长的、长久的、冗长的,primarily temporal sense,life,AUTO_CLEAR,,0,0,0,3,0.333,0.333,1.000,temporal,temporal
255,both,adj.,两者的,(used with count nouns) two considered together,life,AUTO_CLEAR,,0,0,0,6,0.000,0.167,0.667,,nouns
256,little,adj.,小的、少量,(quantifier used with mass nouns) small in quantity or degree,life,AUTO_CLEAR,,0,0,0,7,0.143,0.429,0.714,quantifier,nouns|quantifier|quantity
257,house,n.,房子、住宅、机构,a dwelling that serves as living quarters for one or more families,life,AUTO_CLEAR,,0,0,0,6,0.000,0.167,0.500,,dwelling
258,yes,adv.,是,an affirmative,life,P2,pos_definition_conflict,0,1,0,1,1.000,1.000,1.000,affirmative,affirmative
260,since,prep.,自...以后、自...以来,From the time of,life,AUTO_CLEAR,,0,0,0,1,0.000,0.000,0.000,,
262,provide,v.,提供、供应、规定,"give what is desired or needed, especially support, food or sustenance",life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,7,0.143,0.143,0.714,sustenance,sustenance
263,service,n.,服务、贡献、雇佣,work done by one person or group that benefits another,life,AUTO_CLEAR,,0,0,0,7,0.000,0.000,0.286,,
264,around,prep.,包围、在...周围、四处,by a circular or circuitous route,life,P3,definition_too_advanced,0,0,1,3,0.333,0.667,1.000,circuitous,circuitous|circular
265,friend,n.,朋友、支持者、赞助者,a person you know well and regard with affection and trust,life,AUTO_CLEAR,,0,0,0,6,0.000,0.167,0.667,,affection
266,important,adj.,重要的、有地位的、大量的,of great significance or value,life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.667,,
267,father,n.,父亲、祖先、长辈,a male parent (also used as a term of address to your father),life,AUTO_CLEAR,,0,0,0,6,0.000,0.000,0.667,,
268,sit,v.,坐、就座、坐落,be seated,life,AUTO_CLEAR,,0,0,0,1,0.000,0.000,1.000,,
269,away,adv.,离去,not present; having left,life,AUTO_CLEAR,,0,0,0,2,0.000,0.000,0.500,,
270,until,prep.,直到……为止,up to a particular time or event,life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.667,,
271,power,n.,力、体力、力量,possession of controlling influence,life+cet4+postgrad,AUTO_CLEAR,,0,0,0,3,0.000,0.333,1.000,,possession
272,hour,n.,小时、钟头、时间,a period of time equal to 1/24th of a day,life,AUTO_CLEAR,,0,0,0,5,0.200,0.200,0.600,th,th
273,game,n.,比赛、玩耍、比分,a contest with rules to determine a winner,life,AUTO_CLEAR,,0,0,0,4,0.000,0.250,1.000,,contest
274,often,adv.,时常、常常,in many cases or instances,life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.333,,
275,yet,adv.,还、尚、仍然,up to the present time,life,AUTO_CLEAR,,0,0,0,2,0.000,0.000,0.500,,
276,line,n.,列、线、绳,a formation of people or things one beside another,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,6,0.000,0.167,0.333,,formation
277,political,adj.,政治的、政治上的、政党的,involving or characteristic of politics or parties or politicians,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,5,0.000,0.000,1.000,,
278,end,n.,结束、终点、目标,either extremity of something that has length,life,AUTO_CLEAR,,0,0,0,3,0.333,0.333,0.667,extremity,extremity
279,among,prep.,在……之中,in the middle of or included in a group of people or things,life,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.400,,
280,ever,adv.,曾经、究竟、永远,at any time,life,AUTO_CLEAR,,0,0,0,1,0.000,0.000,0.000,,
281,stand,n.,站立、站住、停顿,the position where a thing or person stands,life,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.500,,
282,bad,adj.,坏的,having undesirable or negative qualities,life,AUTO_CLEAR,,0,0,0,3,0.000,0.333,1.000,,undesirable
283,lose,v.,遗失、损失、丢失,fail to keep or to maintain,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.667,,
284,however,adv.,然而、无论如何、究竟怎样,despite anything to the contrary (usually following a concession),life+cet4+postgrad,AUTO_CLEAR,,0,0,0,6,0.000,0.333,1.000,,concession|contrary
285,member,n.,成员、会员,one of the persons who compose a social group (especially individuals who have joined and participate in a group organization),life,AUTO_CLEAR,,0,0,0,11,0.000,0.091,0.727,,compose
286,pay,v.,支付、工资,"give money, usually in exchange for goods or services",life,AUTO_CLEAR,,0,0,0,6,0.000,0.000,0.333,,
287,law,n.,法律、法则、定律,the collection of rules imposed by authority,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,4,0.000,0.000,1.000,,
288,meet,v.,遇见、会面,come together,life,AUTO_CLEAR,,0,0,0,2,0.000,0.000,0.500,,
289,car,n.,汽车、客车,a motor vehicle with four wheels,life,AUTO_CLEAR,,0,0,0,4,0.000,0.250,0.750,,motor
290,city,n.,城市、市,a large and densely populated urban area,life,AUTO_CLEAR,,0,0,0,5,0.400,0.400,0.600,densely|populated,densely|populated
291,almost,adv.,几乎、差不多,(of actions or states) slightly short of or not quite accomplished,life,AUTO_CLEAR,,0,0,0,6,0.000,0.000,0.833,,
292,include,v.,包括、把...算入、包住,"have as a part, be made up out of",life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,2,0.000,0.000,0.000,,
293,continue,v.,继续、持续,to keep doing something or keep happening without stopping,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,6,0.000,0.000,0.167,,
294,set,v.,设置、放置、确定,"to put something in a position or decide a value, time, or rule",life,AUTO_CLEAR,,0,0,0,7,0.000,0.000,0.571,,
295,later,adv.,以后、随后,coming at a subsequent time or stage,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,4,0.000,0.250,0.500,,subsequent
296,community,n.,社区、公众、共有,a group of people living in a particular local area,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,6,0.000,0.000,0.333,,
298,name,n.,名字、名称、姓名,a language unit by which a person or thing is known,life,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.600,,
299,five,num.,五、五个,the cardinal number that is the sum of four and one,life,AUTO_CLEAR,,0,0,0,5,0.000,0.400,0.400,,cardinal|sum
300,once,adv.,一次、曾经、一旦,on one occasion,life,AUTO_CLEAR,,0,0,0,2,0.000,0.000,0.500,,
301,white,adj.,白色的,having the colour of fresh snow or milk,life,P3,high_outside_vocab_ratio,0,0,1,4,0.500,0.500,1.000,colour|milk,colour|milk
302,least,n.,最少、最小、最小限度,something that is of no importance,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,2,0.000,0.000,0.500,,
303,president,n.,总统、总裁、董事长,an executive officer of a firm or corporation,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,4,0.000,0.000,1.000,,
304,learn,v.,学习、认识到、得知,gain knowledge or skills,life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,1.000,,
305,real,adj.,真的、真实的、实际的,being or occurring in fact or actuality,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,3,0.333,0.333,0.667,actuality,actuality
306,change,v.,改变、变化、更换,to make or become different,life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.000,,
307,team,n.,队、组,a cooperative unit (especially in sports),life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,4,0.000,0.250,1.000,,cooperative
308,minute,n.,分、分钟、片刻,a unit of time equal to 60 seconds or 1/60th of an hour,life,AUTO_CLEAR,,0,0,0,6,0.167,0.167,0.667,th,th
309,best,adj.,最好的、最合适的,better than all other people or things,life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.000,,
310,several,adj.,几个的、一些的、各自的,(used with count nouns) of an indefinite number more than 2 or 3 but not many,life,AUTO_CLEAR,,0,0,0,6,0.000,0.333,0.500,,indefinite|nouns
311,idea,n.,主意、办法、理想,the content of cognition,life,AUTO_CLEAR,,0,0,0,2,0.500,0.500,1.000,cognition,cognition
312,kid,n.,孩子、小孩,a child or young person,life+cet4+postgrad,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.333,,
313,body,n.,身体、人、尸体,"the entire structure of an organism (an animal, plant, or human being)",life,AUTO_CLEAR,,0,0,0,6,0.000,0.167,1.000,,organism
314,information,n.,消息、知识、通知,a message received and understood,life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,1.000,,
315,nothing,n.,无、不关紧要之事、零,a quantity of no importance,life,AUTO_CLEAR,,0,0,0,2,0.000,0.500,1.000,,quantity
316,ago,adv.,以前,gone by; or in the past,life,AUTO_CLEAR,,0,0,0,2,0.000,0.000,0.500,,
318,lead,v.,带领、领先、通向,"to guide people, be ahead, or go to a place",life+cet4+postgrad,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.400,,
319,social,adj.,社会的、群居的、社交的,relating to human society and its members,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.750,,
320,understand,v.,理解、了解、领会,know and comprehend the nature or meaning of,life,AUTO_CLEAR,,0,0,0,4,0.000,0.250,0.500,,comprehend
321,whether,conj.,是否、不管,used when talking about two possibilities or expressing doubt,life,AUTO_CLEAR,,0,0,0,6,0.000,0.000,0.500,,
323,watch,v.,观看、留意,to look at something for a period of time and pay attention,life,AUTO_CLEAR,,0,0,0,6,0.000,0.000,0.333,,
324,together,adv.,一起、共同,with another person or in one group,life,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.250,,
325,follow,v.,跟随、沿行、遵循,"to travel behind, go after, come after",life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.500,,
327,centre,n.,中心、中央,the middle point or main part of a place or activity,cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,6,0.000,0.000,0.500,,
327,parent,n.,父母、父母亲、根源,a father or mother,life,AUTO_CLEAR,,0,0,0,2,0.000,0.000,0.000,,
329,stop,n.,停止、车站、逗留,the event of something ending,life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.333,,
330,face,n.,脸、面容、正面,the front of the human head from the forehead to the chin and ear to ear,life,AUTO_CLEAR,,0,0,0,7,0.000,0.286,0.857,,chin|forehead
331,anything,pron.,任何事,"Any object, act, state, event, or fact whatever",life,AUTO_CLEAR,,0,0,0,6,0.000,0.000,0.667,,
332,create,v.,创造、建造、引起,bring into existence,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,2,0.000,0.000,0.500,,
333,public,adj.,公众的、公共的,not private; open to or concerning the people as a whole,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.800,,
334,already,adv.,已经、早已,prior to a specified or implied time,life,AUTO_CLEAR,,0,0,0,4,0.000,0.250,0.750,,specified
335,speak,v.,说、说话、演说,use language,life,AUTO_CLEAR,,0,0,0,2,0.000,0.000,0.500,,
336,others,pron.,其他人,other people or things,life,AUTO_CLEAR,,0,0,0,2,0.000,0.000,0.000,,
337,read,v.,读、阅读、理解,interpret something that is written or printed,life,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.500,,
338,level,n.,水平、水准、平地,height above ground,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,2,0.000,0.000,1.000,,
339,allow,v.,允许、同意给予、承认,let have,life+cet4+postgrad,AUTO_CLEAR,,0,0,0,1,0.000,0.000,0.000,,
340,add,v.,增加、添加、附带说明,make an addition (to),life+cet4+postgrad,AUTO_CLEAR,,0,0,0,2,0.000,0.000,0.500,,
341,office,n.,办公室、部、公职,place of business where professional or clerical duties are performed,life,AUTO_CLEAR,,0,0,0,6,0.167,0.167,0.667,clerical,clerical
342,spend,v.,花费、度过,pass time in a specific way,life,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.500,,
343,door,n.,门,a swinging or sliding barrier that will close the entrance to a room or building or vehicle,life,AUTO_CLEAR,,0,0,0,8,0.000,0.000,0.875,,
344,health,n.,健康、卫生、蓬勃,a healthy state of wellbeing free from disease,life,AUTO_CLEAR,,0,0,0,5,0.200,0.200,0.800,wellbeing,wellbeing
345,person,n.,人、人身、人称,a human being,life,AUTO_CLEAR,,0,0,0,1,0.000,0.000,1.000,,
346,art,n.,艺术、人文科学、技术,the products of human creativity,life+cet4+postgrad,AUTO_CLEAR,,0,0,0,3,0.333,0.333,1.000,creativity,creativity
347,sure,adj.,确信的、一定的,certain that something is true or will happen,life,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.500,,
349,war,n.,战争、战争状态、战术,the waging of armed conflict against an enemy,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,4,0.000,0.000,1.000,,
350,history,n.,历史、过去、经历,the aggregate of past events,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,3,0.333,0.333,1.000,aggregate,aggregate
351,party,n.,宴会、党、政党,an organization to gain political power,life,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.500,,
352,within,prep.,在……之内、不超过,"inside a place, period, distance, or limit",life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.800,,
353,grow,v.,成长、增长、种植,"become larger, greater, or bigger",life,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.000,,
354,result,n.,结果、成绩、答案,something that results,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,2,0.000,0.000,0.000,,
355,open,adj.,打开的、开放的,"not closed, covered, or blocked",life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,1.000,,
357,morning,n.,早晨、早上、初期,the time period between dawn and noon,life,AUTO_CLEAR,,0,0,0,4,0.250,0.500,0.750,noon,dawn|noon
358,walk,n.,走、散步、步行,the act of traveling by foot,life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,1.000,,
359,reason,n.,理由、原因、理智,a rational motive for a belief or action,life,AUTO_CLEAR,,0,0,0,4,0.000,0.500,1.000,,motive|rational
360,low,adj.,低的、低声地,less than normal in degree or intensity or amount,life,AUTO_CLEAR,,0,0,0,5,0.000,0.200,1.000,,intensity
360,programme,n.,节目、节目单、程序,an announcement of the events that will occur as part of a theatrical or sporting event,postgrad,AUTO_CLEAR,,0,0,0,7,0.286,0.286,0.857,announcement|theatrical,announcement|theatrical
361,win,v.,赢、获胜,be the winner in a contest or competition,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,3,0.000,0.333,1.000,,contest
362,research,n.,研究、调查、考察,systematic investigation to establish facts,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,4,0.000,0.250,0.750,,systematic
363,girl,n.,女孩、少女,a young woman,life,AUTO_CLEAR,,0,0,0,2,0.000,0.000,0.000,,
364,guy,n.,家伙、人,an informal term for a youth or man,life+cet4+postgrad,AUTO_CLEAR,,0,0,0,4,0.250,0.250,0.750,informal,informal
365,early,adj.,早的、早熟的,at or near the beginning of a period of time or course of events or before the usual or expected time,life,AUTO_CLEAR,,0,0,0,9,0.000,0.000,0.667,,
366,food,n.,食物、养料,any substance that can be metabolized by an animal to give energy and build tissue,life,AUTO_CLEAR,,0,0,0,7,0.143,0.143,0.857,metabolized,metabolized
367,himself,pron.,他自己、他亲自,An emphasized form of the third person masculine,life,P2,pos_definition_conflict,0,1,0,5,0.000,0.200,0.800,,masculine
369,moment,n.,片刻、瞬间、重要,a particular point in time,life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.333,,
370,air,n.,空气、旋律、态度,a mixture of gases (especially oxygen) required for breathing,life,AUTO_CLEAR,,0,0,0,6,0.000,0.167,1.000,,oxygen
371,teacher,n.,教师、老师、导师,a person whose occupation is teaching,life,AUTO_CLEAR,,0,0,0,3,0.000,0.333,0.667,,occupation
372,force,n.,力量、武力,a powerful effect or influence,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,3,0.000,0.000,1.000,,
373,offer,v.,提供、提议,"make available or accessible, provide or furnish",life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,5,0.000,0.400,0.600,,accessible|furnish
374,enough,n.,充足、够、很多,an adequate quantity,life,AUTO_CLEAR,,0,0,0,2,0.000,1.000,1.000,,adequate|quantity
376,education,n.,教育、训练、教育学,the activities of educating or instructing,life+cet4+postgrad,P3,definition_too_advanced,0,0,1,3,0.000,0.667,1.000,,educating|instructing
377,across,prep.,越过、穿过、与...相交叉,to the opposite side,life,AUTO_CLEAR,,0,0,0,2,0.000,0.000,0.500,,
378,although,conj.,虽然、尽管,used to introduce a fact that makes the main statement surprising,life+cet4+postgrad,AUTO_CLEAR,,0,0,0,7,0.000,0.000,0.571,,
379,remember,v.,记得、回忆起、记住,recall knowledge from memory,life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,1.000,,
380,foot,n.,脚、步调、英尺,the part of the leg of a human being below the ankle joint,life,AUTO_CLEAR,,0,0,0,5,0.000,0.200,0.800,,ankle
381,second,n.,秒、瞬间、第二名,1/60 of a minute,life,AUTO_CLEAR,,0,0,0,1,0.000,0.000,0.000,,
382,boy,n.,男孩、少年,a male child or young male person,life,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.400,,
383,maybe,adv.,也许、可能,used when something is possible but not certain,life,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.500,,
384,toward,prep.,朝、向、对于,in the direction of someone or something,life+cet4+postgrad,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.667,,
385,able,adj.,能干的、能够的,(usually followed by `to') having the necessary means or skill or know-how or authority to do something,life,AUTO_CLEAR,,0,0,0,8,0.000,0.000,0.500,,
386,age,n.,年龄、老年、成年,how long something has existed,life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.333,,
388,policy,n.,政策、方针、策略,a plan of action adopted by an individual or social group,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,6,0.000,0.000,0.667,,
389,everything,pron.,每件事物、所有事物,Whatever pertains to the subject under consideration,life,AUTO_CLEAR,,0,0,0,4,0.250,0.250,1.000,pertains,pertains
390,love,n.,爱、恋爱、爱情,a strong positive emotion of regard and affection,life,AUTO_CLEAR,,0,0,0,5,0.000,0.200,1.000,,affection
391,process,n.,程序、进行、过程,(psychology) the performance of some composite cognitive activity,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,5,0.000,0.400,1.000,,cognitive|composite
392,music,n.,音乐、乐曲,an artistic form of auditory communication incorporating instrumental or vocal tones in a structured and continuous manner,life,AUTO_CLEAR,,0,0,0,11,0.091,0.455,1.000,auditory,artistic|auditory|continuous|instrumental|vocal
393,including,prep.,包含、包括,"have as a part, be made up out of",life,AUTO_CLEAR,,0,0,0,2,0.000,0.000,0.000,,
394,consider,v.,考虑、思考、认为,take into consideration for exemplifying purposes,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,4,0.000,0.250,0.750,,exemplifying
395,appear,v.,出现、显得、来到,come into sight or view,life+cet4+postgrad,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.667,,
396,actually,adv.,事实上、竟然、如今,in actual fact,life+cet4+cet6,AUTO_CLEAR,,0,0,0,2,0.000,0.000,0.500,,
397,buy,v.,买、获得,obtain by purchase,life,AUTO_CLEAR,,0,0,0,2,0.000,0.000,1.000,,
398,probably,adv.,大概、或许,with considerable certainty,life+cet4+cet6,AUTO_CLEAR,,0,0,0,2,0.000,0.500,1.000,,certainty
399,human,adj.,人的、人类的,relating to people rather than animals or machines,life+cet4+postgrad,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.800,,
400,wait,n.,等待、等候,the act of waiting (remaining inactive in one place while expecting something),life,AUTO_CLEAR,,0,0,0,8,0.125,0.125,0.500,inactive,inactive
401,serve,v.,服务、供应、担任,"to provide help, food, or a useful function",life,AUTO_CLEAR,,0,0,0,5,0.000,0.000,0.400,,
402,market,n.,市场、交易、集市,the world of commercial activity where goods and services are bought and sold,life,AUTO_CLEAR,,0,0,0,7,0.000,0.000,0.429,,
403,die,v.,死亡、消逝、平息,pass from physical life and lose all bodily attributes and functions necessary to sustain life,life,AUTO_CLEAR,,0,0,0,10,0.100,0.200,0.700,bodily,attributes|bodily
404,send,v.,发送、使进入、寄,cause to go somewhere,life,AUTO_CLEAR,,0,0,0,3,0.000,0.000,0.667,,
405,expect,v.,预期、盼望、期待,regard something as probable or likely,life,AUTO_CLEAR,,0,0,0,4,0.000,0.250,0.750,,probable
407,sense,n.,感应、感觉、感官,a general conscious awareness,life+cet4+cet6+postgrad,P3,definition_too_advanced,0,0,1,3,0.333,0.667,1.000,awareness,awareness|conscious
408,build,v.,建造、建立、逐步形成,to make something by joining parts or to develop it over time,life,AUTO_CLEAR,,0,0,0,6,0.000,0.000,0.333,,
409,stay,n.,停留、逗留、制止,continuing or remaining in a place or state,life,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.250,,
410,fall,v.,落下、跌倒、下降,to move down suddenly or become lower,life,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.250,,
411,oh,interj.,哦、噢,"used to show surprise, understanding, pain, or another strong feeling",life,AUTO_CLEAR,,0,0,0,8,0.000,0.000,0.375,,
412,nation,n.,国家、民族,the people who live in a nation or country,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.000,,
413,plan,n.,计划、方案、策略,a series of steps to be carried out or goals to be accomplished,life,AUTO_CLEAR,,0,0,0,5,0.000,0.000,1.000,,
414,cut,v.,切、割、削减,to divide something with a sharp tool or reduce an amount,life,AUTO_CLEAR,,0,0,0,6,0.000,0.000,0.833,,
415,college,n.,学院、大学、学会,the body of faculty and students of a college,life,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.250,,
416,interest,n.,兴趣、嗜好、利息,a sense of concern with and curiosity about someone or something,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,5,0.000,0.200,0.600,,curiosity
417,death,n.,死亡,the event of dying or departure from life,life+cet4+postgrad,AUTO_CLEAR,,0,0,0,4,0.000,0.250,0.500,,departure
418,course,n.,课程、路线、过程,education imparted in a series of lessons or meetings,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,5,0.000,0.200,0.600,,imparted
419,someone,pron.,有人、某人,a human being,life,P2,pos_definition_conflict,0,1,0,1,0.000,0.000,0.000,,
420,experience,n.,经历、经验、体验,the accumulation of knowledge or skill that results from direct participation in events or activities,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,8,0.250,0.250,0.875,accumulation|participation,accumulation|participation
421,behind,adv.,在后地,having the lower score or lagging position in a contest,life,AUTO_CLEAR,,0,0,0,5,0.000,0.400,0.800,,contest|lagging
422,reach,v.,到达、伸手够到、达到,"to arrive at a place, level, or goal",life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,4,0.000,0.000,0.500,,
423,local,adj.,地方性的、当地的、局部的,relating to or applicable to or concerned with the administration of a city or town or district rather than a larger area,life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,10,0.000,0.100,0.700,,applicable
424,six,num.,六、六个,the cardinal number that is the sum of five and one,life,AUTO_CLEAR,,0,0,0,5,0.000,0.400,0.400,,cardinal|sum
425,kill,v.,杀死、消磨,cause to die,life+cet4+postgrad,AUTO_CLEAR,,0,0,0,2,0.000,0.000,0.500,,
426,remain,v.,仍然是、留下,"be left; of persons, questions, problems, results, evidence, etc.",life+cet4+cet6+postgrad,AUTO_CLEAR,,0,0,0,7,0.143,0.143,0.286,etc,etc
