status,word,tracks,source_pos,source_gloss,corpus_pos,dominant_count,dominance,source_pos_count,source_pos_share,candidate_gloss,final_pos,final_gloss
resolved_multi,plural,cet4+cet6+postgrad,n.,复数,adj.,149,0.760,28,0.143,复数的、两个以上的,adj.,复数的、两个以上的
resolved_multi,drum,cet4+cet6+postgrad,n.,鼓、鼓声,v.,3281,0.757,351,0.081,击鼓、作鼓声,v.,击鼓、作鼓声
resolved_multi,worth,life,n.,价值、财产,adj.,29022,0.757,5349,0.139,值...的、值得的,adj.,值...的、值得的
resolved_multi,cordial,cet4+cet6+postgrad,n.,兴奋剂、补品,adj.,175,0.754,50,0.216,热忱的、诚恳的、有兴奋作用的,adj.,热忱的、诚恳的、有兴奋作用的
resolved_multi,help,life,n.,帮忙、帮助者、补救办法,v.,84919,0.754,27680,0.246,帮助、帮忙、接济,v.,帮助、帮忙、接济
resolved_multi,overhaul,postgrad,vt.,分解检查、翻修、精细检查,n.,531,0.749,122,0.172,分解检查、精细检查、大检修,n.,分解检查、精细检查、大检修
resolved_multi,resistant,cet4+cet6+postgrad,n.,抵抗者、反抗者,adj.,400,0.749,134,0.251,抵抗的、反抗的、耐...的,adj.,抵抗的、反抗的、耐...的
resolved_multi,alien,cet6+postgrad,n.,外国人、外侨,adj.,2354,0.748,533,0.169,外国的、相异的,adj.,外国的、相异的
resolved_multi,regret,cet4+cet6+postgrad,n.,遗憾、后悔、悔恨,v.,2770,0.748,927,0.250,为...感到遗憾、后悔、惋惜,v.,为...感到遗憾、后悔、惋惜
resolved_multi,boast,cet4+cet6+postgrad,n.,吹牛,v.,446,0.747,137,0.229,吹牛、自夸,v.,吹牛、自夸
resolved_multi,talk,life,n.,谈话、交谈、会谈,v.,49469,0.747,16668,0.252,讲话、演讲、说话,v.,讲话、演讲、说话
resolved_multi,fat,life+postgrad,n.,脂肪、脂油、肥肉,adj.,8826,0.746,1795,0.152,肥的、胖的、油腻的,adj.,肥的、胖的、油腻的
resolved_multi,wonder,life+cet4+cet6+postgrad,n.,奇迹、惊奇、惊愕,v.,17131,0.746,4937,0.215,惊奇、想知道,v.,惊奇、想知道
resolved_multi,capture,life+cet4+cet6+postgrad,n.,抓取、战利品、捕获之物,v.,2328,0.745,758,0.242,抓取、获得、迷住,v.,抓取、获得、迷住
resolved_multi,plain,cet4+cet6+postgrad,n.,平原、草原、朴实无华的东西,adj.,3413,0.743,425,0.093,简单的、明白的、平常的,adj.,简单的、明白的、平常的
resolved_multi,blue,life,n.,蓝色,adj.,21594,0.738,1408,0.048,蓝色的、下流的、忧郁的,adj.,蓝色的、下流的、忧郁的
resolved_multi,stout,cet6,adj.,结实的、矮胖的、勇敢的,n.,280,0.737,46,0.121,矮胖子、烈性啤酒,n.,矮胖子、烈性啤酒
resolved_multi,imperative,cet6+postgrad,n.,命令、必要的事、规则,adj.,434,0.736,155,0.263,命令式的、急需的、势在必行的,adj.,命令式的、急需的、势在必行的
resolved_multi,move,life,n.,移动、迁居、步骤,v.,45255,0.734,16393,0.266,移动、开动、感动,v.,移动、开动、感动
resolved_multi,cut,life,n.,切口、割伤、降低,v.,32899,0.728,9932,0.220,切、割、减少,v.,切、割、削减
resolved_multi,cool,life,n.,凉爽、凉爽的空气,adj.,17095,0.727,1305,0.056,凉爽的、冷淡的、冷静的,adj.,凉爽的、冷淡的、冷静的
resolved_multi,walk,life,n.,走、散步、步行,v.,22773,0.727,8570,0.273,走路、步行、处世,v.,走路、步行、处世
resolved_multi,set,life,n.,日落、同伙、组合,v.,54820,0.726,19470,0.258,放、安置、放置,v.,设置、放置、一套
resolved_multi,sleep,life,n.,睡眠、静止、昏迷,v.,12865,0.726,4477,0.253,睡觉、睡眠、静止,v.,睡觉、睡眠、静止
resolved_multi,push,life,n.,推、推动、奋斗,v.,12090,0.723,4583,0.274,推、推动、使伸出,v.,推、推动、使伸出
resolved_multi,bet,cet4+postgrad,n.,打赌、赌注,v.,9234,0.722,3382,0.264,打赌,v.,打赌
resolved_multi,curb,cet6+postgrad,n.,抑制、勒马绳、边石,v.,262,0.714,89,0.243,抑制、束缚、勒住,v.,抑制、束缚、勒住
resolved_multi,green,life,n.,绿色、绿色颜料,adj.,23645,0.713,1585,0.048,绿色的、未成熟的、新鲜的,adj.,绿色的、未成熟的、新鲜的
resolved_multi,tick,cet4+cet6+postgrad,n.,滴答声、一瞬间、壁虱,v.,2049,0.713,766,0.267,滴答响、活动,v.,滴答响、活动
resolved_multi,fine,life,n.,罚款、罚金、晴天,adj.,39661,0.710,9599,0.172,好的、晴朗的、健康的,adj.,好的、晴朗的、健康的
resolved_multi,run,life,n.,跑、赛跑、奔跑,v.,43767,0.709,13600,0.220,跑、奔跑、跑步,v.,跑、运行、经营
resolved_multi,snore,cet6,n.,鼾声、打鼾,v.,148,0.708,49,0.234,打鼾,v.,打鼾
resolved_multi,spread,life+cet4+cet6+postgrad,n.,传播、散布、伸展,v.,5970,0.708,2431,0.288,展开、铺开、传播,v.,展开、铺开、传播
resolved_multi,public,life+cet4+cet6+postgrad,n.,公众、民众,adj.,39617,0.707,14536,0.259,公众的、公共的、公立的,adj.,公众的、公共的
resolved_multi,pedestrian,cet6+postgrad,n.,行人、步行者,adj.,278,0.706,114,0.289,人行的、徒步的、呆板的,adj.,人行的、徒步的、呆板的
resolved_multi,shoot,life+cet4+cet6+postgrad,n.,射击、狩猎、芽,v.,4799,0.705,1932,0.284,射击、射中、损毁,v.,射击、射中、损毁
resolved_multi,gasp,cet4+cet6+postgrad,n.,喘气,v.,296,0.701,35,0.083,喘气、喘息、渴望,v.,喘气、喘息、渴望
resolved_multi,joint,cet4+cet6+postgrad,n.,连接处、接合、关节,adj.,2811,0.700,840,0.209,共同的、联合的、连接的,adj.,共同的、联合的、连接的
resolved_multi,hope,life,n.,希望、信心、期待,v.,51411,0.697,17965,0.244,希望、期望、信赖,v.,希望、期望、信赖
resolved_multi,call,life,n.,呼叫、访问、打电话,v.,48211,0.696,20758,0.300,呼叫、召集、打电话,v.,打电话、称呼、叫
resolved_multi,scare,cet4+cet6+postgrad,n.,惊吓、恐慌,v.,2089,0.695,803,0.267,惊吓、使恐慌,v.,惊吓、使恐慌
resolved_multi,grind,cet4+cet6+postgrad,n.,磨、碾、苦差,v.,600,0.694,217,0.251,磨擦、磨碎、磨光,v.,磨擦、磨碎、磨光
resolved_multi,weave,cet4+cet6+postgrad,n.,编法、织法、编织式样,v.,560,0.694,136,0.169,编织、组合、编排,v.,编织、组合、编排
resolved_multi,dip,cet4+cet6+postgrad,v.,浸、降下、把(手、勺等)伸入,n.,2330,0.693,983,0.292,浸、涉猎,n.,浸、涉猎
resolved_multi,evil,cet4+cet6+postgrad,n.,邪恶、不幸、罪恶,adj.,3918,0.691,1063,0.187,邪恶的、不幸的、有害的,adj.,邪恶的、不幸的、有害的
resolved_multi,first,life,adv.,首先、第一、优先,adj.,207020,0.691,71368,0.238,第一的,adj.,第一的
resolved_multi,play,life,n.,游戏、游玩、玩笑,v.,67930,0.689,27936,0.284,玩、游戏、假装,v.,玩、播放、演奏
resolved_multi,giant,cet4+cet6+postgrad,n.,巨人、大力士、巨大怪物,adj.,6044,0.688,1970,0.224,庞大的、巨大的,adj.,庞大的、巨大的
resolved_multi,start,life,n.,惊起、出发、开端,v.,81550,0.687,36507,0.307,开始、出发、启动,v.,开始、出发
resolved_multi,sole,cet4+cet6+postgrad,n.,脚掌、鞋底、底部,adj.,1199,0.686,401,0.229,唯一的、仅有的、单独的,adj.,唯一的、仅有的、单独的
resolved_multi,hire,life+cet4+cet6+postgrad,n.,租金、租用、雇用,v.,1495,0.684,642,0.294,雇请、出租,v.,雇请、出租
resolved_multi,stumble,cet4+cet6+postgrad,n.,绊倒、蹒跚而行、失足,v.,333,0.684,152,0.312,使绊倒、使困惑,v.,使绊倒、使困惑
resolved_multi,dislike,cet4+cet6+postgrad,n.,嫌恶,v.,451,0.681,210,0.317,讨厌、不喜欢,v.,讨厌、不喜欢
resolved_multi,maiden,cet6+postgrad,n.,年轻未婚女子、少女、处女,adj.,1108,0.680,237,0.145,未婚的、处女的、初次的,adj.,未婚的、处女的、初次的
resolved_multi,cook,life,n.,厨子、厨师,v.,14750,0.679,3696,0.170,烹调、煮饭、加热,v.,烹调、煮饭、加热
resolved_multi,routine,cet4+cet6+postgrad,n.,常规、日常工作、惯例,adj.,3365,0.679,1587,0.320,日常的、常规的,adj.,日常的、常规的
resolved_multi,transient,cet6+postgrad,n.,瞬、短期居留者、过境鸟,adj.,76,0.679,30,0.268,短暂的、易变的、瞬变的,adj.,短暂的、易变的、瞬变的
resolved_multi,cry,life,n.,叫声、哭声、大叫,v.,5000,0.677,2178,0.295,哭、叫、喊,v.,哭、叫、喊
resolved_multi,fall,life,n.,落下、瀑布、采伐量,v.,13941,0.677,6642,0.323,倒下、落下、来临,v.,落下、跌倒、秋天
resolved_multi,despatch,cet6+postgrad,v.,派遣,n.,106,0.671,20,0.127,派遣,n.,派遣
resolved_multi,switch,cet4+cet6+postgrad,n.,开关、电闸、转换,v.,3174,0.671,1537,0.325,转变、切换、摆动,v.,转变、切换、摆动
resolved_multi,guess,life,n.,猜测、臆测,v.,19509,0.669,6695,0.229,猜测、臆测,v.,猜测、臆测
resolved_multi,tremble,cet4+cet6+postgrad,n.,战栗、颤抖,v.,105,0.669,28,0.178,战栗、忧虑、摇晃,v.,战栗、忧虑、摇晃
resolved_multi,suspect,cet4+cet6+postgrad,n.,被怀疑者、嫌疑犯,v.,4923,0.668,1619,0.220,怀疑、猜想,v.,怀疑、猜想
resolved_multi,characteristic,cet4+cet6+postgrad,n.,特性、特征、特色,adj.,445,0.666,222,0.332,特性的、特有的、有特色的,adj.,特性的、特有的、有特色的
resolved_multi,fast,life,adj.,快速的、紧的,adv.,16467,0.663,8097,0.326,很快地、紧紧地、彻底地,adv.,很快地、紧紧地、彻底地
resolved_multi,split,cet4+cet6+postgrad,n.,劈开、裂片、裂缝,v.,5744,0.662,2804,0.323,分离、分开、裂开,v.,分离、分开、裂开
resolved_multi,float,cet4+cet6+postgrad,n.,漂流物、浮舟、漂浮,v.,1210,0.659,603,0.328,浮动、飘动、散播,v.,浮动、飘动、散播
resolved_multi,smash,cet4+cet6+postgrad,n.,打碎、粉碎、打碎时哗啦声,v.,1579,0.657,748,0.311,打碎、粉碎、击溃,v.,打碎、粉碎、击溃
resolved_multi,general,life+cet4+cet6+postgrad,n.,一般、将军、大体,adj.,14790,0.656,592,0.026,全面的、大体的、总的,adj.,全面的、大体的、总的
resolved_multi,urge,cet4+cet6+postgrad,n.,冲动、推动力、迫切的要求,v.,1016,0.655,532,0.343,驱策、力劝、竭力主张,v.,驱策、力劝、竭力主张
resolved_multi,commonplace,cet6+postgrad,n.,寻常事、老生常谈、普通的东西,adj.,212,0.654,110,0.340,平凡的、普通的,adj.,平凡的、普通的
resolved_multi,turn,life,n.,转弯、转动、旋转,v.,36851,0.653,19583,0.347,使旋转、转弯、转动,v.,转动、转向、轮到
resolved_multi,wrap,cet4+cet6+postgrad,n.,外套、围巾、包裹物,v.,1645,0.653,643,0.255,包装、卷、缠绕,v.,包装、卷、缠绕
resolved_multi,literate,postgrad,n.,学者,adj.,108,0.651,35,0.211,有读写能力的、精通文学的、受过教育的,adj.,有读写能力的、精通文学的、受过教育的
resolved_multi,stammer,cet6,v.,口吃、结结巴巴地说,n.,162,0.651,28,0.112,口吃、结巴,n.,口吃、结巴
resolved_primary,annual,life+cet4+postgrad,n.,年刊、年报,adj.,3957,1.000,0,0.000,每年的、一年一次的、全年的,adj.,每年的、一年一次的、全年的
resolved_primary,consequent,cet6,n.,随后发生的事情、结果,adj.,31,1.000,0,0.000,作为结果的、合乎逻辑的,adj.,作为结果的、合乎逻辑的
resolved_primary,conserve,cet4+cet6+postgrad,n.,蜜饯、果酱,v.,404,1.000,0,0.000,保存、使(能量等)守恒,v.,保存、使(能量等)守恒
resolved_primary,constant,cet4+cet6+postgrad,n.,常数、恒量,adj.,3687,1.000,0,0.000,不变的、一定的、时常的,adj.,不变的、一定的、时常的
resolved_primary,duplicate,cet6+postgrad,n.,副本、复本、复制品,v.,131,1.000,0,0.000,复制、使加倍,v.,复制、使加倍
resolved_primary,fahrenheit,cet4+cet6,adj.,华氏温度计的,n.,380,1.000,0,0.000,华氏温度计,n.,华氏温度计
resolved_primary,fundamental,cet4+cet6+postgrad,n.,基本原理、原则、基波,adj.,3803,1.000,0,0.000,基本的、重要的、原音的,adj.,基本的、重要的、原音的
resolved_primary,give,life,n.,弹性、适应性,v.,146245,1.000,0,0.000,给、授予、供给,v.,给、给予
resolved_primary,hinder,cet6+postgrad,adj.,后面的,v.,155,1.000,0,0.000,阻碍、打扰,v.,阻碍、打扰
resolved_primary,initial,life+cet4+cet6+postgrad,n.,字首、首字母,adj.,3513,1.000,0,0.000,开始的、最初的、字首的,adj.,最初的、首字母
resolved_primary,invariable,postgrad,n.,不变的东西、常数,adj.,5,1.000,0,0.000,不变的、常数的,adj.,不变的、常数的
resolved_primary,just,life,adj.,正直的、合理的、正确的,adv.,720742,1.000,75,0.000,刚刚、正好、仅仅,adv.,只是、刚刚、正好
resolved_primary,keep,life,n.,生计、维持、保持,v.,106453,1.000,0,0.000,保持、保存、遵守,v.,保持、继续
resolved_primary,notable,cet6+postgrad,n.,著名人士、值得注意之事物,adj.,487,1.000,0,0.000,值得注意的、显著的,adj.,值得注意的、显著的
resolved_primary,overthrow,cet6+postgrad,n.,推翻、瓦解、倾覆,v.,342,1.000,0,0.000,打倒、推翻、倾覆,v.,打倒、推翻、倾覆
resolved_primary,postulate,cet6,n.,假定、基本条件,v.,3,1.000,0,0.000,要求、假定,v.,要求、假定
resolved_primary,preliminary,cet4+cet6+postgrad,n.,初步做法、初步措施、预试,adj.,330,1.000,0,0.000,初步的、开始的、预备的,adj.,初步的、开始的、预备的
resolved_primary,proficient,cet6,n.,高手、专家,adj.,115,1.000,0,0.000,精通的、熟练的,adj.,精通的、熟练的
resolved_primary,requisite,cet6,n.,必需品、要素、必要物品,adj.,71,1.000,0,0.000,必要的、需要的,adj.,必要的、需要的
resolved_primary,scorn,cet4+cet6+postgrad,n.,轻蔑、藐视、嘲笑,v.,123,1.000,0,0.000,轻蔑、不屑做,v.,轻蔑、不屑做
resolved_primary,segregate,cet6+postgrad,adj.,分离的、被隔离的,v.,33,1.000,0,0.000,分离、隔离、分凝,v.,分离、隔离、分凝
resolved_primary,seldom,cet4+cet6+postgrad,adj.,不常的、稀少的,adv.,419,1.000,0,0.000,很少、不常,adv.,很少、不常
resolved_primary,settle,life+cet4+cet6+postgrad,n.,有背长椅,v.,4950,1.000,0,0.000,决定、整理、安放,v.,解决、定居、安顿
resolved_primary,shed,cet4+cet6+postgrad,n.,车棚、小屋、脱落之物,v.,4872,1.000,0,0.000,使流出、放射、脱落,v.,使流出、放射、脱落
resolved_primary,shove,cet6+postgrad,n.,推、挤,v.,1207,1.000,0,0.000,推挤、猛推、强使,v.,推挤、猛推、强使
resolved_primary,still,life,n.,蒸馏室、寂静、剧照,adv.,175713,1.000,0,0.000,仍然、更、静止地,adv.,仍然、还是
resolved_primary,terminate,cet6+postgrad,adj.,有结尾的、(可)结束的,v.,136,1.000,0,0.000,结束、终止、满期,v.,结束、终止、满期
resolved_primary,thank,life,n.,谢意、感谢,v.,149808,1.000,0,0.000,谢谢、感谢,v.,感谢、谢谢
resolved_primary,tough,life+cet4+cet6+postgrad,n.,恶棍,adj.,26445,1.000,0,0.000,强硬的、艰苦的、坚固的,adj.,艰难的、强硬的
resolved_primary,utmost,cet4+cet6+postgrad,n.,极限、最大限度、极度,adj.,471,1.000,0,0.000,极度的、最远的,adj.,极度的、最远的
resolved_primary,ahead,life,adj.,领先的、预先的、向前的,adv.,28290,0.999,0,0.000,领先、预先、向前,adv.,领先、预先、向前
resolved_primary,convert,cet4+cet6+postgrad,n.,皈依者、改变宗教信仰者,v.,1950,0.999,0,0.000,使改变信仰、转换、兑换,v.,使改变信仰、转换、兑换
resolved_primary,employ,life+cet4+cet6+postgrad,n.,雇用,v.,1697,0.999,0,0.000,雇用、使用、使从事于,v.,雇用、使用、使从事于
resolved_primary,even,life,adj.,平坦的、相等的、连贯的,adv.,143446,0.999,85,0.001,甚至、实际上、完全,adv.,甚至、即使
resolved_primary,impress,cet4+cet6+postgrad,n.,印象、特征、印记,v.,3379,0.999,5,0.001,使有印象、印、铭刻,v.,使有印象、印、铭刻
resolved_primary,oriental,cet4+cet6+postgrad,n.,东方人、亚洲人,adj.,838,0.999,1,0.001,东方诸国的、亚洲的、东方的,adj.,东方诸国的、亚洲的、东方的
resolved_primary,particular,life+cet4+cet6+postgrad,n.,一项(或条、点)、个别项目、详细说明,adj.,20991,0.999,7,0.000,特别的、独有的、挑剔的,adj.,特别的、独有的、挑剔的
resolved_primary,accessory,cet4+cet6+postgrad,n.,附件、零件、附加物,adj.,423,0.998,0,0.000,附属的、补充的、同谋的,adj.,附属的、补充的、同谋的
resolved_primary,articulate,cet6+postgrad,adj.,发音清晰的、口才好的,v.,471,0.998,0,0.000,明白地说、以关节连接、使成为系统的整体,v.,明白地说、以关节连接、使成为系统的整体
resolved_primary,essential,life+cet4+cet6+postgrad,n.,要素、要点、本质,adj.,5277,0.998,0,0.000,必要的、重要的、本质的,adj.,必不可少的、本质的
resolved_primary,integral,cet6+postgrad,n.,整体、积分、整数,adj.,555,0.998,0,0.000,固有的、整体的、整数的,adj.,固有的、整体的、整数的
resolved_primary,ornamental,cet6,n.,装饰物、观赏植物,adj.,454,0.998,0,0.000,装饰性的、装饰的、观赏用的,adj.,装饰性的、装饰的、观赏用的
resolved_primary,slight,cet4+cet6+postgrad,n.,轻蔑、怠慢,adj.,3941,0.998,0,0.000,轻微的、纤细的、脆弱的,adj.,轻微的、纤细的、脆弱的
resolved_primary,solid,life+cet4+cet6+postgrad,n.,固体,adj.,7536,0.998,0,0.000,坚硬的、稳固的、固体的,adj.,坚硬的、稳固的、固体的
resolved_primary,tackle,cet6+postgrad,n.,工具、复滑车、滑车,v.,7841,0.998,6,0.001,固定、处理、抓住,v.,固定、处理、抓住
resolved_primary,soak,cet4+cet6+postgrad,n.,浸、湿透、大雨,v.,1206,0.997,2,0.002,使上下湿透、浸、吸入,v.,使上下湿透、浸、吸入
resolved_primary,somewhat,life+cet4+cet6+postgrad,n.,某物、几分,adv.,2157,0.997,5,0.002,多少、几分,adv.,有点、稍微
resolved_primary,special,life+cet4+cet6+postgrad,n.,专辑、专车、号外,adj.,42360,0.997,105,0.002,特别的、专门的、特殊的,adj.,特别的、特殊的
resolved_primary,alike,cet4+cet6+postgrad,adj.,相似的、同样的,adv.,1136,0.996,1,0.001,一样、以同样的方式,adv.,一样、以同样的方式
resolved_primary,good,life,n.,善行、好处、利益,adj.,452358,0.996,826,0.002,好的、优良的、上等的,adj.,好的、良好的
resolved_primary,implement,cet4+cet6+postgrad,n.,工具、器具、手段,v.,1682,0.996,5,0.003,实现、使生效、执行,v.,实现、使生效、执行
resolved_primary,negative,life+cet4+cet6+postgrad,n.,否定、否定语、负数,adj.,4364,0.996,15,0.003,否定的、消极的、负的,adj.,否定的、消极的、负的
resolved_primary,neutral,cet4+cet6+postgrad,n.,中立者、中立国、非彩色,adj.,1493,0.996,0,0.000,中立的、中性的、无色的,adj.,中立的、中性的、无色的
resolved_primary,shut,life+cet4+cet6+postgrad,n.,关闭,v.,14289,0.996,3,0.000,关上、闭起、幽禁,v.,关上、闭起、幽禁
resolved_primary,solitary,cet6+postgrad,n.,独居者,adj.,777,0.996,0,0.000,孤独的、独居的,adj.,孤独的、独居的
resolved_primary,stir,life+cet4+cet6+postgrad,n.,骚动、轰动、搅动,v.,3022,0.996,6,0.002,移动、摇动、激起,v.,移动、摇动、激起
resolved_primary,fold,cet4+cet6+postgrad,n.,折层、折、羊栏,v.,2192,0.995,2,0.001,折叠、包、合拢,v.,折叠、包、合拢
resolved_primary,haunt,cet6,n.,常到的地方、生息地,v.,608,0.995,0,0.000,常到、出没于、萦绕于,v.,常到、出没于、萦绕于
resolved_primary,masculine,cet6+postgrad,n.,阳性、男性,adj.,431,0.995,0,0.000,男性的、阳性的、有丈夫气的,adj.,男性的、阳性的、有丈夫气的
resolved_primary,moral,life+cet4+cet6+postgrad,n.,道德、品行、寓意,adj.,3850,0.995,0,0.000,道德的、品性端正的、精神上的,adj.,道德的、品性端正的、精神上的
resolved_primary,stroll,cet6+postgrad,n.,闲逛、漫步,v.,788,0.995,0,0.000,闲逛、漫步,v.,闲逛、漫步
resolved_primary,basic,life+cet4+postgrad,n.,基本原理、要素、基本规律,adj.,7351,0.994,16,0.002,基本的、碱性的,adj.,基本的、基础的
resolved_primary,primitive,cet4+cet6+postgrad,n.,原始人、早期艺术家,adj.,669,0.994,0,0.000,原始的、上古的,adj.,原始的、上古的
resolved_primary,very,life,adj.,真正的、恰好的、十足的,adv.,516598,0.994,2382,0.005,非常、完全,adv.,非常、很
resolved_primary,wrestle,cet6,n.,摔跤、角力、扭斗,v.,484,0.994,0,0.000,摔跤、搏斗、斗争,v.,摔跤、搏斗、斗争
resolved_primary,addict,cet6+postgrad,vt.,使沉溺、使上瘾,n.,675,0.993,0,0.000,入迷的人、上瘾者,n.,入迷的人、上瘾者
resolved_primary,avail,cet6+postgrad,vi.,有用、有利,n.,150,0.993,1,0.007,效用、利益,n.,效用、利益
resolved_primary,chat,postgrad,n.,闲谈,v.,7876,0.993,0,0.000,闲谈、聊天,v.,闲谈、聊天
resolved_primary,gather,life+cet4+cet6+postgrad,n.,集合、聚集,v.,3926,0.993,1,0.000,聚集、集合、渐增,v.,聚集、集合、渐增
resolved_primary,offset,cet6+postgrad,n.,抵消、把...并列、旁系,v.,431,0.993,0,0.000,弥补、抵消、胶印,v.,弥补、抵消、胶印
resolved_primary,scan,cet4+cet6+postgrad,n.,审视、浏览、扫描,v.,2461,0.993,7,0.003,细看、浏览、扫描,v.,细看、浏览、扫描
resolved_primary,want,life,n.,需要的东西、缺乏、贫困,v.,335558,0.993,1,0.000,要、希望、应该,v.,想要、需要
resolved_primary,hide,life+cet4+cet6+postgrad,n.,兽皮、迹象、躲藏处,v.,9142,0.992,1,0.000,藏、隐瞒、遮避,v.,隐藏、躲藏
resolved_primary,overturn,postgrad,n.,倾覆、破灭、革命,v.,234,0.992,2,0.008,推翻、颠倒,v.,推翻、颠倒
resolved_primary,torment,cet6+postgrad,n.,使人痛苦的东西、折磨者、苦痛,v.,247,0.992,1,0.004,使苦恼、纠缠、歪曲,v.,使苦恼、纠缠、歪曲
resolved_primary,assist,cet4+cet6+postgrad,n.,帮助、协助,v.,1578,0.991,3,0.002,帮助、促进,v.,帮助、促进
resolved_primary,nurture,cet6+postgrad,n.,养育、营养物、培育,v.,315,0.991,2,0.006,养育、供给营养物、教养,v.,养育、供给营养物、教养
resolved_primary,overlap,cet6+postgrad,n.,重叠、重复、部分的同时发生,v.,430,0.991,0,0.000,重叠、重复、与...同时发生,v.,重叠、重复、与...同时发生
resolved_primary,embrace,cet4+cet6+postgrad,n.,拥抱,v.,1532,0.990,7,0.005,拥抱、互相拥抱、包含,v.,拥抱、互相拥抱、包含
resolved_primary,quarrel,cet4+cet6+postgrad,n.,吵架、反目、怨言,v.,199,0.990,2,0.010,吵架、争论、挑剔,v.,吵架、争论、挑剔
resolved_primary,shrug,cet4+cet6+postgrad,n.,耸肩,v.,201,0.990,1,0.005,耸肩,v.,耸肩
resolved_primary,token,cet6+postgrad,n.,表征、记号、代币,adj.,687,0.990,0,0.000,象征的、表意的,adj.,象征的、表意的
resolved_primary,toss,cet4+cet6+postgrad,n.,投掷、抛、摇摆,v.,1524,0.990,6,0.004,投掷、猛抬、摇荡,v.,投掷、猛抬、摇荡
resolved_primary,will,life,n.,意志、决心、意愿,v.,709913,0.990,3209,0.004,用意志的力量驱使、决意、愿意,aux.,将、会、愿意
resolved_primary,cease,cet4+cet6+postgrad,n.,停止,v.,610,0.989,3,0.005,停止、终了,v.,停止、终了
resolved_primary,graze,cet6+postgrad,n.,吃草、放牧、擦伤,v.,452,0.989,0,0.000,(使)吃草、放牧、轻擦,v.,(使)吃草、放牧、轻擦
resolved_primary,ready,life,n.,预备好的状态、现款,adj.,65744,0.989,0,0.000,准备好的、备用的、可以使用的,adj.,准备好的、愿意的
resolved_primary,shower,cet4+cet6+postgrad,n.,阵雨、淋浴、一阵,v.,6584,0.989,57,0.009,淋浴、下阵雨,v.,淋浴、下阵雨
resolved_primary,degenerate,cet6+postgrad,adj.,堕落的,v.,84,0.988,0,0.000,退化、堕落,v.,退化、堕落
resolved_primary,eccentric,cet6+postgrad,n.,怪人、偏心圆,adj.,934,0.988,0,0.000,古怪的、反常的、不同圆心的,adj.,古怪的、反常的、不同圆心的
resolved_primary,erect,cet4+cet6+postgrad,adj.,直立的、竖立的、笔直的,v.,241,0.988,0,0.000,使竖立、使直立、树立,v.,使竖立、使直立、树立
resolved_primary,least,life+cet4+cet6+postgrad,n.,最少、最小、最小限度,adj.,37923,0.988,1,0.000,最少的、最小的,adj.,最少的、最小的
resolved_primary,humanitarian,cet6,n.,人道主义者、博爱者、基督凡人论者,adj.,1103,0.987,0,0.000,人道主义的、博爱的、凡人论的,adj.,人道主义的、博爱的、凡人论的
resolved_primary,latent,cet6+postgrad,adj.,潜伏性的、隐藏的,n.,76,0.987,0,0.000,隐约指纹,n.,隐约指纹
resolved_primary,static,cet4+cet6+postgrad,n.,静电、静电干扰,adj.,837,0.987,3,0.004,静态的、静止的、固有的,adj.,静态的、静止的、固有的
resolved_primary,squat,cet6,n.,蹲、窝,adj.,435,0.986,0,0.000,蹲着的、矮胖的,adj.,蹲着的、矮胖的
resolved_primary,bound,cet4+cet6+postgrad,n.,跃、回跳、范围,v.,4347,0.985,0,0.000,跳跃、弹起,v.,跳跃、弹起
resolved_primary,due,life+cet4+cet6+postgrad,n.,应得的东西、应付款,adj.,12273,0.985,0,0.000,到期的、应得的、应付的,adj.,到期的、预定的、由于
resolved_primary,hamper,cet6+postgrad,n.,食篮、阻碍物、食盒,v.,333,0.985,3,0.009,阻碍、使困累、妨碍,v.,阻碍、使困累、妨碍
resolved_primary,oral,cet4+cet6+postgrad,n.,口试,adj.,527,0.985,0,0.000,口头的、口述的、口部的,adj.,口头的、口述的、口部的
resolved_primary,chop,cet4+cet6+postgrad,n.,肋条肉、排骨、砍,v.,3922,0.984,27,0.007,剁碎、砍、切击,v.,剁碎、砍、切击
resolved_primary,coordinate,cet4+cet6+postgrad,n.,同等的人(或物)、坐标,v.,127,0.984,0,0.000,(使)协调,v.,(使)协调
resolved_primary,disguise,cet4+cet6+postgrad,n.,假面目、假装,v.,1289,0.984,4,0.003,假装、隐瞒,v.,假装、隐瞒
resolved_primary,bore,cet4+cet6+postgrad,n.,令人讨厌的人、激浪、枪膛,v.,1138,0.983,10,0.009,使烦扰、钻孔,v.,使烦扰、钻孔
resolved_primary,explosive,cet4+cet6+postgrad,n.,炸药、爆破音,adj.,1467,0.983,0,0.000,易爆发的、爆炸的、暴躁的,adj.,易爆发的、爆炸的、暴躁的
resolved_primary,extra,life+cet4+cet6+postgrad,n.,额外的事物、另外的收费,adj.,20669,0.983,37,0.002,额外的、特别的,adj.,额外的、特别的
resolved_primary,stale,cet4+cet6+postgrad,n.,尿,adj.,380,0.982,0,0.000,不新鲜的、陈腐的、疲惫的,adj.,不新鲜的、陈腐的、疲惫的
resolved_primary,taper,cet6,n.,带子操作工、小蜡烛、尖细,v.,101,0.981,2,0.019,(使)一头逐渐变细、(使)逐渐减少,v.,(使)一头逐渐变细、(使)逐渐减少
resolved_primary,singular,cet4+cet6+postgrad,n.,单数,adj.,196,0.980,0,0.000,异常的、单一的,adj.,异常的、单一的
